timestamp,m1,m2,m3,m4,m5
2018-01-01 00:00:00,66.78049428597085,65.2172209369144,48.84271365662853,51.05460011425739,56.33069318768105
2018-01-01 00:00:30,57.6758727622524,82.59413911546469,67.12801894496388,34.646193665960396,49.404109506095445
2018-01-01 00:01:00,65.25488209160999,51.66352664181766,49.96714320440418,53.9947195484018,27.71878205574797
2018-01-01 00:01:30,48.868397364672646,23.83036478096548,63.19148238365247,53.41890077578721,61.71184933090399
2018-01-01 00:02:00,55.27047720941041,16.035617316023945,46.7679947230304,31.73147153444216,60.1832766695199
2018-01-01 00:02:30,90.99328224190543,65.53872765090306,66.9396095977354,31.225603899864083,47.89850914023798
2018-01-01 00:03:00,53.24714052462913,57.77242218723916,46.51914541664432,48.47484136488972,33.58420447110514
2018-01-01 00:03:30,61.07884262998775,34.53569856883428,45.31631141630826,24.90116582534219,65.90111407538808
2018-01-01 00:04:00,44.67449959568676,55.189078604928845,34.08569001464063,35.149120823103665,37.95387068296498
2018-01-01 00:04:30,57.91187837283201,51.677746062882285,45.65592383559426,75.95237558668944,25.00794145385973
2018-01-01 00:05:00,57.40966459941367,31.096319707986304,60.0347603790289,53.37664447599842,57.55744890058096
2018-01-01 00:05:30,37.45975935448893,44.652614928370454,36.71685287652052,42.02745824815607,43.71735888395533
2018-01-01 00:06:00,35.19891669987713,24.987484858050635,21.259393723140224,30.891205127484874,53.645810620209886
2018-01-01 00:06:30,40.00441788795774,54.24933335307763,58.23834386228202,29.66647428265097,46.000306978146675
2018-01-01 00:07:00,45.251354477318095,34.024301018502754,36.58125958356804,59.77005958088324,53.00723443239123
2018-01-01 00:07:30,32.22331345044965,58.756843300425686,42.56285843612551,55.259630333931135,73.53254562741547
2018-01-01 00:08:00,25.061736692135916,32.685725574436844,47.54189890523878,78.67297057368944,40.88828624641551
2018-01-01 00:08:30,43.67565945730019,54.5618658086718,62.928346595014446,42.286626217839625,69.04884265474311
2018-01-01 00:09:00,53.546358672548756,40.17874927883022,55.04012152445317,60.568758124100526,31.44102319861213
2018-01-01 00:09:30,18.5398479449627,71.78268344393764,63.695051260547146,51.397858276579015,57.48809793505502
2018-01-01 00:10:00,34.271599757486314,42.39354789284766,53.536082530655996,56.94334003242817,53.355507004126984
2018-01-01 00:10:30,25.62550336981989,54.712952111509686,53.83491216468613,58.90617649803406,70.24219718869497
2018-01-01 00:11:00,80.01770217453792,69.73666193493992,56.3174863847975,69.71414494461689,40.939506177473305
2018-01-01 00:11:30,45.38094598888718,49.70188432383576,28.444349489515137,31.041650011235273,63.768537540545296
2018-01-01 00:12:00,36.3095038341798,43.88503783974629,62.07725705938094,64.7462445158944,58.82334993911359
2018-01-01 00:12:30,63.527973257638,59.379942947252786,44.24919822614518,78.90955509684534,39.21630858171348
2018-01-01 00:13:00,44.73565187536172,50.398704685707344,40.239862306523015,50.544220382206,39.98407286961588
2018-01-01 00:13:30,45.77539369298539,76.08750760867576,63.15126089208959,37.01137395656853,28.65175082448417
2018-01-01 00:14:00,75.89156827789196,50.575934268458674,52.91333316223291,51.93206650251445,63.710375471377844
2018-01-01 00:14:30,56.401092214945535,43.8341454467248,52.96935684103969,39.39405584357658,27.156338580024904
2018-01-01 00:15:00,72.2301372864724,71.82920413348738,83.37129106770925,45.65953511160116,24.276361206690318
2018-01-01 00:15:30,20.905609005829444,65.94359289680114,50.57004175010014,40.05831182412209,46.04301253995984
2018-01-01 00:16:00,44.249119323335364,13.207170316685854,65.19193227754594,61.45874139987078,76.06228410736107
2018-01-01 00:16:30,67.44412132200402,44.25204072349031,53.95178143667465,85.79813023496246,62.30925700209349
2018-01-01 00:17:00,61.6960801765891,35.420398991987575,65.70347889375444,56.65565424244789,55.021278853116634
2018-01-01 00:17:30,68.89511961502173,39.74487422375272,63.73737905510808,63.17166029399809,73.49123506670938
2018-01-01 00:18:00,59.965017938404,29.021317508650228,64.93864386248298,49.648907518679245,22.916792472485895
2018-01-01 00:18:30,46.20717496418994,53.620652893728185,56.43196228975135,31.59493854222017,74.12763743972845
2018-01-01 00:19:00,65.12926060407136,33.85594327360122,40.31223901439046,13.539258352057892,43.213067490078586
2018-01-01 00:19:30,56.459273317357436,70.58994223824753,50.52448119032424,59.85299707777027,43.80567550420184
2018-01-01 00:20:00,41.568335229288905,56.82418848467595,36.0410345573267,54.75405203490114,60.708617208588485
2018-01-01 00:20:30,36.2983258454252,72.08481210086082,78.65556719513063,59.51548036350083,57.821142243516114
2018-01-01 00:21:00,38.42726979242077,24.469466661849783,70.0775190637372,50.504942391341174,45.37449999320161
2018-01-01 00:21:30,38.70622984600584,39.89338171075297,30.89685068023417,59.23701671657963,40.476216665989824
2018-01-01 00:22:00,67.04354349872595,30.73086352425374,63.50948115110142,45.87142707161993,10.983661056539816
2018-01-01 00:22:30,48.881532989227495,41.032147489780336,50.165303731699524,56.37996059425261,56.40274071289776
2018-01-01 00:23:00,36.73056371827428,37.92107032246584,78.41823026369276,30.117240348868965,62.6895740545692
2018-01-01 00:23:30,24.826910063307654,56.54950138389617,60.92324666807917,52.69143463048623,30.243759167526655
2018-01-01 00:24:00,49.04133704863278,46.931330642009044,54.08334585820992,53.951353870596854,52.82046666385274
2018-01-01 00:24:30,48.950570166150435,26.69088916529082,36.93059217349386,54.73013732160401,55.00041973264214
2018-01-01 00:25:00,31.884621581086318,39.4983691092949,34.10854489344237,67.68419322218352,53.50596650124368
2018-01-01 00:25:30,71.06192153321726,67.88348026887459,4.270154308762471,59.822359368518555,56.70471792277724
2018-01-01 00:26:00,37.47917773540283,68.98029046323948,46.40531025329312,49.507199865334265,54.03188959839615
2018-01-01 00:26:30,66.31786936078495,36.44476343977077,38.65574324030308,52.81463859299029,71.73753070371455
